path	guid	type	sizeBytes	tags
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_Normal.png	1e54f4ce274a8c948896d6b57f2a9b2b	Texture2D	2368311	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_AlbedoTransparency.png	43e0221751fc1e84ca23c2ac1c64f3fb	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_MetallicSmoothness.png	b4b7e032a0f638e48a24c0eb3446f069	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_Normal.png	9f79ee1169dca7842ab0b29d78b28072	Texture2D	2371311	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_AO.png	6d16bea45375e664fb602c230ec8664b	Texture2D	123442	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_AlbedoTransparency.png	d9628e326902ed24692bc6ea87e4aef5	Texture2D	681094	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_MetallicSmoothness.png	5f8015c57b75fb44c8a966dcc1c7965c	Texture2D	397753	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_Normal.png	1ed9d382a740a7542b031e20fbc1ff22	Texture2D	1123795	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_AO.png	409c0c732f5f649469f9d56f97eac439	Texture2D	173819	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_AlbedoTransparency.png	53ae26f8bd492f749830336bb487f0c0	Texture2D	814722	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_MetallicSmoothness.png	cd3d8680bc52b454b82d95cff07c5854	Texture2D	20543	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_Normal.png	7d1e01d7a7d835140b426d515b9dc00e	Texture2D	591825	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_AO.png	25693338409ea2a4b8b29c23860be139	Texture2D	183859	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_AlbedoTransparency.png	dd8bda90e5be68144af0f35f7215d04d	Texture2D	20548	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_Normal.png	994f4a8243ea3cd49808079670d990fa	Texture2D	595108	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AO.png	65825a3d46e779f4293d671f06d86440	Texture2D	1660237	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AlbedoTransparency.png	f315679a285d0b4458c4e3add82c552c	Texture2D	3005971	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_MetallicSmoothness.png	f1428830577059544bcf6480754fd7c8	Texture2D	139707	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_Normal.png	b1902fa3554f46842b1eda9ac3b0fefc	Texture2D	17290	scene:BH_XR_MainScene
Assets/Editor/BCATWebGLAuditTool.cs	767f34558543e44ae99faee5259f32cc	MonoScript	12715	-
Assets/Editor/BCAT_WebGLPerformanceAudit.cs	20cdc77a2dc6549e3a023ff59893017a	MonoScript	31720	-
Assets/Editor/BackyardFlowerbedImagePopupSetup.cs	5d5524baf8dbe448ba589c5fcde3012b	MonoScript	12988	-
Assets/Editor/MeshellArticleReaderSceneSetup.cs	2e049d3b487264d6fb2f8e9b40e97d86	MonoScript	17835	-
Assets/Editor/MeshellInteractionDiagnostic.cs	35bd122007d694c579dcbe7a41818568	MonoScript	13165	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png	73fc3b6b4f238f345b683df571dc61d6	Texture2D	62957	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx	d3e86e8312025d54ea4b2aff32264f24	GameObject	27100	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Dandelion_Small.fbx	49f1eb77d1eac2b4b951528b0b494a91	GameObject	25948	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Hyacinth_PastellBlue_Big.fbx	489134b2de1e664459f59d89a80b895f	GameObject	52460	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Rose_Black_Open.fbx	a3d02e08cf731b44eb277096d98d5c2d	GameObject	31436	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Rose_Red_Open.fbx	33258481a8f1e714b9a233ce743367f4	GameObject	31292	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/DemoScene/DemoLowpolyFlowers.unity	5396d261153e04f4d927d718ee5e9d38	SceneAsset	22310	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/M_DEMOAtlas_LowPolyFlowers.mat	dd78ab307d686a6409db14ba36b7c8a5	Material	3843	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab	6ee7ff501548bbd48ac085a1c22904aa	GameObject	2569	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Dandelion_Small.prefab	b8cb555eb3a9a4e4988c1d6040aec95b	GameObject	2554	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Hyacinth_PastellBlue_Big.prefab	fe0901a4c5c7e624d9a28c1f47e24125	GameObject	2563	-
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Rose_Black_Open.prefab	cb912b52e9f2b5448acdbe992883c427	GameObject	2551	scene:BH_XR_MainScene
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Rose_Red_Open.prefab	25f6b3f9347e83047bc8481037fdb53b	GameObject	2551	scene:BH_XR_MainScene
Assets/Food Pack-Demo/Materials/Base color.mat	30c5e465dc21c534bada8d020bae91f4	Material	3846	scene:BH_XR_MainScene
Assets/Food Pack-Demo/Materials/Glass.mat	b133b755a13992d4e820112f19c845cc	Material	3876	-
Assets/Food Pack-Demo/Materials/Ground.mat	945a79448b80295429dcfa63e188bebf	Material	3771	-
Assets/Food Pack-Demo/Mesh Collider/Bell pepper green slice_collider.fbx	4fc4462b1842d1b40951cea9bd975225	GameObject	11692	-
Assets/Food Pack-Demo/Mesh Collider/Bell pepper_collider.fbx	1a06c2b937de54447adb6a6b8e3645d5	GameObject	13596	-
Assets/Food Pack-Demo/Mesh Collider/Bundt Cake Piece_collider.fbx	891f176f80b7db54aa274734a9a837a8	GameObject	11196	-
Assets/Food Pack-Demo/Mesh Collider/Bundt Cake cut_collider 1.fbx	4f433a88524b7164293fdb3a7dc3415c	GameObject	11388	-
Assets/Food Pack-Demo/Mesh Collider/Bundt Cake cut_collider 2.fbx	468961cf51288dc43baf8231d700d6d8	GameObject	11388	-
Assets/Food Pack-Demo/Mesh Collider/Bundt Cake_collider.fbx	47d699b194c4a9f42b80fc34e148967a	GameObject	11372	-
Assets/Food Pack-Demo/Mesh Collider/Candy Cane_collider 1.fbx	423ce839abb28cd40862b9c05e0dfbba	GameObject	12812	-
Assets/Food Pack-Demo/Mesh Collider/Candy Cane_collider 2.fbx	0f5e299bf025867489563b2558a82e57	GameObject	12076	-
Assets/Food Pack-Demo/Mesh Collider/Cheesecake_collider.fbx	4e2d45a4b94975245a9c389b331cb5f4	GameObject	10988	-
Assets/Food Pack-Demo/Mesh Collider/Chopsticks A+B_collider.fbx	ed948f3b7337c0448bf0cb5b3c027b3c	GameObject	11036	-
Assets/Food Pack-Demo/Mesh Collider/Chopsticks holder_collider.fbx	0521dc6fa27ae314c980f3d0391ae6b1	GameObject	10988	-
Assets/Food Pack-Demo/Mesh Collider/Coffee Cup_collider.fbx	f2cb15d6232e50249b971a858b49951a	GameObject	11740	-
Assets/Food Pack-Demo/Mesh Collider/Cookies_collider.fbx	f2edf4816ffe3b048b481f603c027740	GameObject	11724	-
Assets/Food Pack-Demo/Mesh Collider/Curry plate_collider.fbx	193b087adebfccb4b9620bd940aaf75e	GameObject	11644	-
Assets/Food Pack-Demo/Mesh Collider/Doughnut_collider.fbx	9cf6e01be49d8a44096112a877c2947b	GameObject	12140	-
Assets/Food Pack-Demo/Mesh Collider/Frappe B_collider 1.fbx	32cb640af42138144a631c828f8b18d6	GameObject	11052	-
Assets/Food Pack-Demo/Mesh Collider/Frappe B_collider 2.fbx	bcdae1ebec3f1b64cba6bf2e066665b8	GameObject	11660	-
Assets/Food Pack-Demo/Mesh Collider/Hotdog_collider.fbx	79fff96ea916d7049aa5a29f035609de	GameObject	12444	-
Assets/Food Pack-Demo/Mesh Collider/Ice cream stick B to H_collider.fbx	6dd9e4e9d09295845a72a8a96bf69fa7	GameObject	11292	-
Assets/Food Pack-Demo/Mesh Collider/Ketchup+Mustard Plastic Bottle_collider.fbx	b5b92bb9df7f1a049ba157e1622e15de	GameObject	11356	-
Assets/Food Pack-Demo/Mesh Collider/Lamb Chop Cooked.fbx	80cd47290a502774fb319b34348e79d8	GameObject	21900	-
Assets/Food Pack-Demo/Mesh Collider/Lamb Chop.fbx	31af42093191cfc46ba7e8307d8e6a5b	GameObject	21820	-
Assets/Food Pack-Demo/Mesh Collider/Lamb Chop_collider.fbx	85d57f09f9e06594c9ea0e80a4ef8977	GameObject	11468	-
Assets/Food Pack-Demo/Mesh Collider/Lamb leg.fbx	3a23d9ea6b7474a4ab55fd98c9e2e831	GameObject	19020	-
Assets/Food Pack-Demo/Mesh Collider/Lamb leg_collider.fbx	0600cd3d1155a0e4c8f29944aba6ff0c	GameObject	12172	-
Assets/Food Pack-Demo/Mesh Collider/Maki 1_collider.fbx	62643617377c08940995495ef5c31989	GameObject	11340	-
Assets/Food Pack-Demo/Mesh Collider/Melon Piece_collider.fbx	79c1312b9a4a7f54d84708282002872f	GameObject	11436	-
Assets/Food Pack-Demo/Mesh Collider/Melon half_collider.fbx	7b4f9fb0786ffad47b869b9e2fcba3d6	GameObject	12300	-
Assets/Food Pack-Demo/Mesh Collider/Melon_collider.fbx	ae04d4fa525d74044bf4b632751f6e33	GameObject	12652	-
Assets/Food Pack-Demo/Mesh Collider/Peach half_collider.fbx	e482023de113e8342a5f6916aede790e	GameObject	12156	-
Assets/Food Pack-Demo/Mesh Collider/Peach slice_collider.fbx	357c1d09d4a30e7419e17ea2cbe88d00	GameObject	11548	-
Assets/Food Pack-Demo/Mesh Collider/Peach_collider.fbx	a1a8aa6b73de9a748a7ed4d3b2f18c1d	GameObject	12284	-
Assets/Food Pack-Demo/Mesh Collider/Pizza Slice_collider.fbx	e0fe3a49876350f4cb9a6791b45374ca	GameObject	11260	-
Assets/Food Pack-Demo/Mesh Collider/Pizza cut_collider.fbx	ecc67601b0b9b0948968bee6b25e8cad	GameObject	12556	-
Assets/Food Pack-Demo/Mesh Collider/Pizza_collider.fbx	d142383db626ba941ad29756b2666cf9	GameObject	12348	-
Assets/Food Pack-Demo/Mesh Collider/Pretzel_collider.fbx	6c708973b9afdf34994475a0d3635f9e	GameObject	12316	-
Assets/Food Pack-Demo/Mesh Collider/Sake Pot C_collider.fbx	1604f2bdeb360094ab437de0c78e72e2	GameObject	11180	-
Assets/Food Pack-Demo/Mesh Collider/Sake cup B+C_collider.fbx	f1c12987d80023f41aaafd034260c0bb	GameObject	11484	-
Assets/Food Pack-Demo/Mesh Collider/Salami A.fbx	644e40701abf8ab40a4ecaf5120ca4d7	GameObject	16044	-
Assets/Food Pack-Demo/Mesh Collider/Salami A_collider.fbx	5b699ce8888415e428b151a3cc4a4879	GameObject	12172	-
Assets/Food Pack-Demo/Mesh Collider/Salami cut A.fbx	dcdc80f4e22dc9f46b8207a961b006fd	GameObject	17692	-
Assets/Food Pack-Demo/Mesh Collider/Salami cut A_collider.fbx	be7a40b8700fd754faa49f39420d02ab	GameObject	11692	-
Assets/Food Pack-Demo/Mesh Collider/Salami slice A.fbx	771737e57e14016408e53fa8529170f0	GameObject	18348	-
Assets/Food Pack-Demo/Mesh Collider/Salami slice A_collider.fbx	b325b4ca77e53d44399c376217af7ed1	GameObject	11260	-
Assets/Food Pack-Demo/Mesh Collider/Salmon Cut.fbx	feac93286084d9349a685dcc403d1fdb	GameObject	17596	-
Assets/Food Pack-Demo/Mesh Collider/Salmon Cut_collider.fbx	9df8b956c70772a48b4aba0abab0224f	GameObject	11580	-
Assets/Food Pack-Demo/Mesh Collider/Salmon fillet.fbx	1ec41bc6d4047504cb4de815cf2038c4	GameObject	15580	-
Assets/Food Pack-Demo/Mesh Collider/Salmon fillet_collider.fbx	8a9ba59695bc12443b8e3bf8231e8334	GameObject	11964	-
Assets/Food Pack-Demo/Mesh Collider/Salmon plastic tray.fbx	0d9b95d038eabeb49a2bd2baf78d7795	GameObject	26524	-
Assets/Food Pack-Demo/Mesh Collider/Salmon plastic tray_collider.fbx	8badd1ddc5652784a8f7c8373e4af5f6	GameObject	11468	-
Assets/Food Pack-Demo/Mesh Collider/Salmon skeleton.fbx	4af0657f388837c41923db288f7b4ff5	GameObject	31292	-
Assets/Food Pack-Demo/Mesh Collider/Salmon skeleton_collider.fbx	312beb24e18df36428128327b05e2c84	GameObject	11740	-
Assets/Food Pack-Demo/Mesh Collider/Salmon.fbx	b64982b90887dc7448200e4b7f87b548	GameObject	23836	-
Assets/Food Pack-Demo/Mesh Collider/Salmon_collider.fbx	a32b8d2972b281347861ec00d9183f7b	GameObject	11852	-
Assets/Food Pack-Demo/Mesh Collider/Skewer C_collider.fbx	294a18fe502a98e40b98b69e102cd8da	GameObject	13052	-
Assets/Food Pack-Demo/Mesh Collider/Soda bottle Glass_collider.fbx	240383d49613ee74c972a172382dedea	GameObject	12028	-
Assets/Food Pack-Demo/Mesh Collider/Soda can_collider.fbx	c090d33afeddfe54189bed2b946c3c47	GameObject	11740	-
Assets/Food Pack-Demo/Mesh Collider/Sushi Wood Table_collider.fbx	b325ce01a4d63f149a437fa668b9de7c	GameObject	11180	-
Assets/Food Pack-Demo/Mesh Collider/Swirl lollipop_collider.fbx	c67c1191b84baca46ac9787d4939feaf	GameObject	11356	-
Assets/Food Pack-Demo/Mesh Collider/Tamago_collider.fbx	92ec02f8dba0a5247b37099ac8e12670	GameObject	11788	-
Assets/Food Pack-Demo/Mesh Collider/Tomato Half_collider.fbx	b62300d0b077225478e68422cc37e5df	GameObject	11916	-
Assets/Food Pack-Demo/Mesh Collider/Tomato Quarter_collider.fbx	a680067804cc58b41a0dc15cf7bad0a4	GameObject	11388	-
Assets/Food Pack-Demo/Mesh Collider/Tomato_collider.fbx	0b2f9c886fefeaa4eaad4985a6297149	GameObject	12380	-
Assets/Food Pack-Demo/Mesh Collider/Udon_collider.fbx	26de5df30411d7d45a554991f91dbd95	GameObject	12268	-
Assets/Food Pack-Demo/Mesh Collider/Unagi_collider.fbx	716d645424d63bd468a625bb1a7c7b50	GameObject	11964	-
Assets/Food Pack-Demo/Mesh Collider/Wasabi_collider.fbx	a7609c8a3292adc4b92c6a5c272f5163	GameObject	11532	-
Assets/Food Pack-Demo/Mesh/Bell pepper green slice.fbx	222601f744058524a9b045c51c2d24ff	GameObject	19644	-
Assets/Food Pack-Demo/Mesh/Bell pepper green.fbx	b2bd321d9d4d86f4abfd6229b2605d1d	GameObject	20780	-
Assets/Food Pack-Demo/Mesh/Bundt Cake Piece.fbx	170013b156b2fec4aa4c3361eb197783	GameObject	14780	-
Assets/Food Pack-Demo/Mesh/Bundt Cake cut.fbx	1da8cd687b7cd2c4aa96694efbefc8ab	GameObject	26092	scene:BH_XR_MainScene
Assets/Food Pack-Demo/Mesh/Bundt Cake.fbx	323aa9268390ee048920630e3337dc5a	GameObject	24588	-
Assets/Food Pack-Demo/Mesh/Candy Cane B.fbx	c4e8ab22afb1f134f932480d572fe913	GameObject	17116	-
Assets/Food Pack-Demo/Mesh/Cheesecake B.fbx	b65fd74097925ad4abad83ba11c077d9	GameObject	23932	-
Assets/Food Pack-Demo/Mesh/Chopsticks B.fbx	8a638df0cb613a1468a3e1cbd713bd2d	GameObject	11964	-
Assets/Food Pack-Demo/Mesh/Chopsticks holder.fbx	ba852628362efec42bb96877b82b206e	GameObject	12092	-
Assets/Food Pack-Demo/Mesh/Coffee Cup C.fbx	3c258662faa56ed4e90c2bf720e6f136	GameObject	18220	-
Assets/Food Pack-Demo/Mesh/Cookies.fbx	de25594e1cb8efe459c8e2967beff6cd	GameObject	17372	-
Assets/Food Pack-Demo/Mesh/Curry plate.fbx	3dfb58f22f566b1458e7d1ce6c6538bb	GameObject	26796	-
Assets/Food Pack-Demo/Mesh/Doughnut D.fbx	1339464f1b5371e4787d4d9939f274df	GameObject	21036	-
Assets/Food Pack-Demo/Mesh/Doughnut H.fbx	5f9c4456209377443bf91f23716ae8dc	GameObject	19612	-
Assets/Food Pack-Demo/Mesh/Frappe B.fbx	2c5f7338ca981914d95bd056f366d9b1	GameObject	24780	-
Assets/Food Pack-Demo/Mesh/Hotdog A.fbx	91df8a4f734646d43af41a4ed7ef5983	GameObject	18108	-
Assets/Food Pack-Demo/Mesh/Ice cream stick C.fbx	217a93691959ffc4b917b2fd6f90ad25	GameObject	23260	-
Assets/Food Pack-Demo/Mesh/Ketchup Plastic Bottle.fbx	1b1f25b6ff8d25a4f8a6f4ba7363f755	GameObject	18060	-
Assets/Food Pack-Demo/Mesh/Lamb Chop Cooked.fbx	c4a3d4e77dd5fb345b4d5f6e97b15cac	GameObject	21900	-
Assets/Food Pack-Demo/Mesh/Lamb Chop.fbx	3d67b34b3f03a1a46917d0afe3b6eef0	GameObject	21820	-
Assets/Food Pack-Demo/Mesh/Lamb leg.fbx	c696ac6d3a3e6f3498660d418d8fe5a0	GameObject	19020	-
Assets/Food Pack-Demo/Mesh/Maki C1.fbx	9d501614ca799c045bc7109e271d0082	GameObject	16812	-
Assets/Food Pack-Demo/Mesh/Melon Piece.fbx	ed63170978d948f4ebf8c96d68285176	GameObject	14684	-
Assets/Food Pack-Demo/Mesh/Melon half.fbx	213c5fc6d0f35ad40961a09b076dfcb7	GameObject	19388	-
Assets/Food Pack-Demo/Mesh/Melon.fbx	b648bf4121327d14d8aec7a994b806e6	GameObject	17020	-
Assets/Food Pack-Demo/Mesh/Peach half no seed.fbx	32fc5ae8877ddf848aa772d51ca36350	GameObject	15676	-
Assets/Food Pack-Demo/Mesh/Peach half with seed.fbx	b0c5223077e7edc4c86e4e00d9c757ee	GameObject	15740	-
Assets/Food Pack-Demo/Mesh/Peach slice.fbx	38373e16bfc1c5a4085a26440a7a0cb2	GameObject	14092	-
Assets/Food Pack-Demo/Mesh/Peach.fbx	553aeeace5f1a79458cc15838e4219fc	GameObject	17148	-
Assets/Food Pack-Demo/Mesh/Pizza Margarita Slice.fbx	7bede346f9d49684085855be768a2b03	GameObject	17532	-
Assets/Food Pack-Demo/Mesh/Pizza Margarita cut.fbx	528f6169f14efe54fa344f0478f8f534	GameObject	56956	-
Assets/Food Pack-Demo/Mesh/Pizza Margarita.fbx	bf6eb03b43ee2084584c5ad373b1da04	GameObject	53500	-
Assets/Food Pack-Demo/Mesh/Pretzel.fbx	6518c43883174f6499223d97acee02aa	GameObject	22124	-
Assets/Food Pack-Demo/Mesh/Sake Pot C.fbx	62f47634b62982e40ac341eadbeadd91	GameObject	14108	-
Assets/Food Pack-Demo/Mesh/Sake cup C.fbx	6430ec2e0c912a24ea107f474c0d1b94	GameObject	13932	-
Assets/Food Pack-Demo/Mesh/Salami A.fbx	3bc9d63909ed48241b8846cf2fdef9ea	GameObject	16044	-
Assets/Food Pack-Demo/Mesh/Salami cut A.fbx	601422f08d730974ba9474adf89a2fd5	GameObject	17692	-
Assets/Food Pack-Demo/Mesh/Salami slice A.fbx	d6fce6b8548532847a260108fc2cd2ca	GameObject	18348	-
Assets/Food Pack-Demo/Mesh/Salmon Cut.fbx	ab3b2774430560748b35a67704cdf368	GameObject	17596	-
Assets/Food Pack-Demo/Mesh/Salmon fillet.fbx	3e17c9b798a1ba24ba65181584d06ceb	GameObject	15580	-
Assets/Food Pack-Demo/Mesh/Salmon plastic tray.fbx	f6e08a9d2b0575a4cbbddc5337169178	GameObject	26524	-
Assets/Food Pack-Demo/Mesh/Salmon skeleton.fbx	a0aa35e84168d8041b1be4b0c0a346ad	GameObject	31292	-
Assets/Food Pack-Demo/Mesh/Salmon.fbx	a9b2fe35a167c904693b59a94f5d74c8	GameObject	23836	-
Assets/Food Pack-Demo/Mesh/Skewer C.fbx	2797f8c24de11d745b8f289b3fa1131b	GameObject	26652	-
Assets/Food Pack-Demo/Mesh/Soda bottle Glass A.fbx	4f17a825b234ea040991e5b97178515a	GameObject	26236	-
Assets/Food Pack-Demo/Mesh/Soda can C.fbx	d6c698db7cb0ec24fb918fe80eec208d	GameObject	18908	-
Assets/Food Pack-Demo/Mesh/Sushi Wood Table.fbx	8f773a543ac3fca4a850026e1e21ab56	GameObject	15324	-
Assets/Food Pack-Demo/Mesh/Swirl lollipop C.fbx	bf55125ab89421b4ba245dfe3a5138c8	GameObject	20172	-
Assets/Food Pack-Demo/Mesh/Tamago.fbx	5a94d5106699cb94c878bf7d4f249029	GameObject	14524	-
Assets/Food Pack-Demo/Mesh/Tomato Half.fbx	c3efed6caca157b498300aade43994b9	GameObject	21164	-
Assets/Food Pack-Demo/Mesh/Tomato Quarter.fbx	f7eb075f2b7036e469890be4efa0c8cb	GameObject	21740	-
Assets/Food Pack-Demo/Mesh/Tomato.fbx	c945b3fa736b40940a696ec897b85013	GameObject	17132	-
Assets/Food Pack-Demo/Mesh/Udon.fbx	cffb8a2c466fd914ba032f71bee9c81d	GameObject	53996	-
Assets/Food Pack-Demo/Mesh/Unagi.fbx	85ec0bf98339b9a408044de2cae26e2f	GameObject	16508	-
Assets/Food Pack-Demo/Mesh/Wasabi.fbx	77c404ad8e2bebb4e94af41133adb8e0	GameObject	14716	-
Assets/Food Pack-Demo/Prefabs with colliders/Bell pepper green slice.prefab	85650ce63efce4849986302aa38c779f	GameObject	3287	-
Assets/Food Pack-Demo/Prefabs with colliders/Bell pepper green.prefab	cb83f814934cfc140b16be0112da5872	GameObject	3281	-
Assets/Food Pack-Demo/Prefabs with colliders/Bundt Cake Piece.prefab	9211927fa2d79ef42b8421dfe1d3f621	GameObject	3278	-
Assets/Food Pack-Demo/Prefabs with colliders/Bundt Cake cut.prefab	00b58c22752558540a1e4fe6b3c74ac8	GameObject	3747	-
Assets/Food Pack-Demo/Prefabs with colliders/Bundt Cake.prefab	0636e50c98e1e1e47bdecf7563b4ca71	GameObject	3274	-
Assets/Food Pack-Demo/Prefabs with colliders/Candy Cane B.prefab	23888bbdf5dd6464484321651b159ffe	GameObject	3747	-
Assets/Food Pack-Demo/Prefabs with colliders/Cheesecake B.prefab	24b71c545c0dea94485342e22f537390	GameObject	3275	-
Assets/Food Pack-Demo/Prefabs with colliders/Chopsticks B.prefab	07941bae386e1594fb7e061ed7f25195	GameObject	3276	-
Assets/Food Pack-Demo/Prefabs with colliders/Chopsticks holder.prefab	b7a702b59bf4c1241ba9d99965d58e59	GameObject	3277	-
Assets/Food Pack-Demo/Prefabs with colliders/Coffee Cup C.prefab	2374e3720a7b10b499a08f020177e37c	GameObject	3275	-
Assets/Food Pack-Demo/Prefabs with colliders/Cookies.prefab	db66b66f761249347b45ef948710e295	GameObject	3270	-
Assets/Food Pack-Demo/Prefabs with colliders/Curry plate.prefab	98e647c1a01cac94db008f167a23131e	GameObject	3265	-
Assets/Food Pack-Demo/Prefabs with colliders/Doughnut D.prefab	541d9093cad6d0945b37231b698e1f96	GameObject	3273	-
Assets/Food Pack-Demo/Prefabs with colliders/Doughnut H.prefab	c71881a0f38e13148a4da26b4c79c687	GameObject	3272	-
Assets/Food Pack-Demo/Prefabs with colliders/Frappe B.prefab	eb323cb6688d54249b6a030872eb489c	GameObject	3812	-
Assets/Food Pack-Demo/Prefabs with colliders/Hotdog A.prefab	83c77ae35da5eef458a3c6457b421e29	GameObject	3272	-
Assets/Food Pack-Demo/Prefabs with colliders/Ice cream stick C.prefab	30a954cbaf4343d4a8b672231ca1637b	GameObject	3282	-
Assets/Food Pack-Demo/Prefabs with colliders/Ketchup Plastic Bottle.prefab	87e935960d5767f4280217dcb6959c85	GameObject	3285	-
Assets/Food Pack-Demo/Prefabs with colliders/Lamb Chop Cooked.prefab	50b8d7a31d8d5a2469b0806bcefffe4b	GameObject	3281	-
Assets/Food Pack-Demo/Prefabs with colliders/Lamb Chop.prefab	fd391df2a0cc8834689ec0c4e8e75799	GameObject	3270	-
Assets/Food Pack-Demo/Prefabs with colliders/Lamb leg.prefab	41ffe1a739b405340b5067d816dda9b3	GameObject	3270	-
Assets/Food Pack-Demo/Prefabs with colliders/Maki C1.prefab	55aaf3d376031ef4e87d0c9e40e04a08	GameObject	3265	-
Assets/Food Pack-Demo/Prefabs with colliders/Melon Piece.prefab	c44c3f4afdff6bc45adda169fc55db98	GameObject	3276	-
Assets/Food Pack-Demo/Prefabs with colliders/Melon half.prefab	3635f7404578249429c461fc2d4f1de7	GameObject	3271	-
Assets/Food Pack-Demo/Prefabs with colliders/Melon.prefab	287ce34570989604593d1a0beaa007d1	GameObject	3268	-
Assets/Food Pack-Demo/Prefabs with colliders/Peach half no seed.prefab	d8eb39772ee6d6d43a3dee182092b3b9	GameObject	3274	-
